淘汰鸡（净膛）,9.00,9.00,9.00,禽肉类,斤,2021-07-10
仔鸡（净膛）,7.00,7.00,7.00,禽肉类,斤,2021-07-10
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-07-10
鸡胸,7.00,7.00,7.00,禽肉类,斤,2021-07-10
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-07-10
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-07-10
绿豆芽,0.95,0.98,1.00,普通,斤,2021-07-09
黄豆芽,0.85,0.88,0.90,普通,斤,2021-07-09
番茄,1.00,1.10,1.20,川鲁蒙,斤,2021-07-09
番茄（精品）,1.00,1.25,1.50,鲁新,斤,2021-07-09
樱西,2.80,3.00,3.20,小红,斤,2021-07-09
黄瓜,0.70,0.80,0.90,蒙辽袋鲁,斤,2021-07-09
黄瓜(鲜干花),1.00,1.20,1.40,冀,斤,2021-07-09
小黄瓜,2.50,2.75,3.00,旱荷兰,斤,2021-07-09
茄子,0.50,0.75,1.00,冀,斤,2021-07-09
长茄,0.80,0.90,1.00,辽,斤,2021-07-09
广茄,1.00,1.25,1.50,冀京,斤,2021-07-09
线茄,1.00,1.75,2.50,冀,斤,2021-07-09
吊冬瓜,0.40,0.45,0.50,冀,斤,2021-07-09
地冬瓜,0.25,0.28,0.30,冀,斤,2021-07-09
小毛冬瓜,0.60,0.80,1.00,冀长,斤,2021-07-09
架豆,1.60,2.55,3.50,冀晋新,斤,2021-07-09
豆王,1.80,3.15,4.50,晋,斤,2021-07-09
扁豆,2.50,2.75,3.00,冀,斤,2021-07-09
豇豆,1.30,1.90,2.50,鲁京,斤,2021-07-09
白不老,1.60,2.30,3.00,滇|鲁,斤,2021-07-09
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-09
南阳,12.00,13.50,15.00,樱桃类,斤,2021-07-09
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-09
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-09
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-09
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-09
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-09
百香果,10.00,11.00,12.00,其他类,斤,2021-07-09
冬枣,12.00,16.00,20.00,其他类,斤,2021-07-09
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-09
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-09
火龙果,3.00,4.00,5.00,其他类,斤,2021-07-09
木瓜,3.00,3.15,3.30,其他类,斤,2021-07-09
柠檬,3.50,3.75,4.00,其他类,斤,2021-07-09
青皮核桃,1.30,1.40,1.50,其他类,斤,2021-07-09
去皮核桃,4.00,4.50,5.00,其他类,斤,2021-07-09
姑娘果（灯笼果）,10.00,12.50,15.00,其他类,斤,2021-07-09
鸭梨,1.20,1.30,1.40,梨类,斤,2021-07-09
雪花梨,1.40,1.50,1.60,梨类,斤,2021-07-09
皇冠梨（标箱）,1.80,1.90,2.00,梨类,斤,2021-07-09
猪头,10.00,10.00,10.00,猪肉类,斤,2021-07-09
猪口条,15.00,15.00,15.00,猪肉类,斤,2021-07-09
猪耳,25.00,25.00,25.00,猪肉类,斤,2021-07-09
猪脑,35.00,36.00,37.00,猪肉类,斤,2021-07-09
猪肚,17.00,17.00,17.00,猪肉类,斤,2021-07-09
猪板油,8.00,8.00,8.00,猪肉类,斤,2021-07-09
肥膘肉,5.00,5.50,6.00,猪肉类,斤,2021-07-09
猪腰子,15.00,15.00,15.00,猪肉类,斤,2021-07-09
猪心,7.00,7.50,8.00,猪肉类,斤,2021-07-09
猪肝,6.00,6.00,6.00,猪肉类,斤,2021-07-09
猪肺,4.00,4.00,4.00,猪肉类,个,2021-07-09
猪皮,3.00,4.00,5.00,猪肉类,斤,2021-07-09
猪肠头,18.00,18.00,18.00,猪肉类,斤,2021-07-09
猪肠,16.00,16.00,16.00,猪肉类,斤,2021-07-09
整牛,33.00,33.00,33.00,牛肉类,斤,2021-07-09
牛前腱,36.00,36.00,36.00,牛肉类,斤,2021-07-09
牛后腱,36.00,36.00,36.00,牛肉类,斤,2021-07-09
牛前腿,34.00,34.00,34.00,牛肉类,斤,2021-07-09
牛后腿,34.00,34.00,34.00,牛肉类,斤,2021-07-09
牛柳（里脊）,37.00,37.00,37.00,牛肉类,斤,2021-07-09
开心果,33.00,41.50,50.00,干果,斤,2021-07-10
美杏仁,25.00,30.00,35.00,干果,斤,2021-07-10
夏威夷果,23.00,29.00,35.00,干果,斤,2021-07-10
猕猴桃干,12.00,13.50,15.00,干果,斤,2021-07-10
薄皮核桃,10.00,11.00,12.00,干果,斤,2021-07-10
葵花籽,5.00,7.50,10.00,干果,斤,2021-07-10
黑瓜子,9.50,10.75,12.00,干果,斤,2021-07-10
白瓜子,15.00,15.50,16.00,干果,斤,2021-07-10
新疆干枣散装,6.50,13.25,20.00,干果,斤,2021-07-10
山楂干,10.00,12.00,14.00,干果,斤,2021-07-10
熟腰果,20.00,30.00,40.00,干果,斤,2021-07-10
巴旦木,20.00,27.50,35.00,干果,斤,2021-07-10
五香花生米,6.80,8.40,10.00,干果,斤,2021-07-10
鸡边腿,7.00,7.00,7.00,禽肉类,斤,2021-07-10
鸡排腿,7.50,7.50,7.50,禽肉类,斤,2021-07-10
鸡琵琶腿,7.50,7.75,8.00,禽肉类,斤,2021-07-10
鸡胗,12.00,12.00,12.00,禽肉类,斤,2021-07-10
鸡爪,15.00,15.00,15.00,禽肉类,斤,2021-07-10
鸡心,8.00,8.25,8.50,禽肉类,斤,2021-07-10
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-07-10
新蒜,2.50,2.75,3.00,泥,斤,2021-07-09
蒜米,3.20,3.50,3.80,普通,斤,2021-07-09
大葱,0.60,0.70,0.80,冀鲁,斤,2021-07-09
小葱,1.30,1.40,1.50,普通,斤,2021-07-09
蒜苗,2.00,3.50,5.00,苏鲁,斤,2021-07-09
蒜黄,6.00,6.50,7.00,冀,斤,2021-07-09
青蒜,1.40,1.60,1.80,冀,斤,2021-07-09
平菇,2.00,2.75,3.50,小叶,斤,2021-07-09
香菇,4.00,4.50,5.00,普通,斤,2021-07-09
白玉菇,3.00,3.50,4.00,普通,斤,2021-07-09
口蘑,9.00,9.50,10.00,普通,斤,2021-07-09
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-07-09
金针菇,1.50,2.00,2.50,普通,斤,2021-07-09
油菜,1.50,1.65,1.80,水菜,斤,2021-07-09
小白菜,2.50,2.75,3.00,水菜,斤,2021-07-09
油麦菜,2.00,2.25,2.50,水菜,斤,2021-07-09
奶白菜,3.00,3.25,3.50,水菜,斤,2021-07-09
散生菜,2.00,2.25,2.50,水菜,斤,2021-07-09
香葱,2.00,2.25,2.50,水菜,斤,2021-07-09
茼蒿,5.00,5.50,6.00,水菜,斤,2021-07-09
绿豆芽,0.95,0.98,1.00,普通,斤,2021-07-11
黄豆芽,0.85,0.88,0.90,普通,斤,2021-07-11
番茄,1.00,1.10,1.20,川鲁蒙,斤,2021-07-11
番茄（精品）,1.00,1.25,1.50,鲁新,斤,2021-07-11
樱西,2.80,3.00,3.20,小红,斤,2021-07-11
黄瓜,0.70,0.85,1.00,蒙辽袋鲁,斤,2021-07-11
黄瓜(鲜干花),1.00,1.30,1.60,冀,斤,2021-07-11
小黄瓜,1.60,2.30,3.00,旱荷兰,斤,2021-07-11
茄子,0.40,0.65,0.90,冀,斤,2021-07-11
长茄,0.50,0.75,1.00,辽,斤,2021-07-11
广茄,0.50,0.75,1.00,冀京,斤,2021-07-11
线茄,1.00,1.40,1.80,冀,斤,2021-07-11
吊冬瓜,0.40,0.45,0.50,冀,斤,2021-07-11
地冬瓜,0.25,0.28,0.30,冀,斤,2021-07-11
小毛冬瓜,0.60,0.80,1.00,冀长,斤,2021-07-11
架豆,1.50,2.25,3.00,冀晋新,斤,2021-07-11
豆王,1.80,3.40,5.00,晋,斤,2021-07-11
扁豆,1.50,2.00,2.50,冀,斤,2021-07-11
豇豆,1.50,1.80,2.10,鲁京,斤,2021-07-11
白不老,2.00,2.90,3.80,滇|鲁,斤,2021-07-11
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-07-10
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-07-10
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-07-10
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-07-10
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-07-10
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-07-10
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-07-10
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-07-10
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-07-10
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-07-10
白条猪（瘦）,11.00,11.00,11.00,猪肉类,斤,2021-07-10
白条猪（肥）,8.90,8.90,8.90,猪肉类,斤,2021-07-10
前臀尖（瘦）,9.00,9.50,10.00,猪肉类,斤,2021-07-10
前臀尖（肥）,8.50,8.75,9.00,猪肉类,斤,2021-07-10
后臀尖（瘦）,9.00,9.50,10.00,猪肉类,斤,2021-07-10
后臀尖（肥）,8.50,8.75,9.00,猪肉类,斤,2021-07-10
五花肉（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-07-10
五花肉（肥）,10.00,10.50,11.00,猪肉类,斤,2021-07-10
纯通脊,11.00,12.00,13.00,猪肉类,斤,2021-07-10
通脊,9.00,10.00,11.00,猪肉类,斤,2021-07-10
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-07-11
整羊,24.00,24.50,25.00,羊肉类,斤,2021-07-11
去骨羊前腿,36.00,36.00,36.00,羊肉类,斤,2021-07-11
去骨羊后腿,36.00,36.00,36.00,羊肉类,斤,2021-07-11
羊腰窝,36.00,36.00,36.00,羊肉类,斤,2021-07-11
羊肉片,36.00,37.00,38.00,羊肉类,斤,2021-07-11
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-07-11
羊蝎子,15.00,15.50,16.00,羊肉类,斤,2021-07-11
羊蝎子（精品）,26.00,26.50,27.00,羊肉类,斤,2021-07-11
羊排骨,26.00,26.00,26.00,羊肉类,斤,2021-07-11
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-07-11
羊小腿（羊棒）,24.00,24.00,24.00,羊肉类,斤,2021-07-11
羊腱子,47.00,47.00,47.00,羊肉类,斤,2021-07-11
羊上脑,35.00,35.00,35.00,羊肉类,斤,2021-07-11
羊骨头,10.00,10.50,11.00,羊肉类,斤,2021-07-11
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-07-11
羊里脊,33.00,34.00,35.00,羊肉类,斤,2021-07-11
淘汰鸡（干净膛）,10.00,10.00,10.00,禽肉类,斤,2021-07-11
淘汰鸡（净膛）,9.00,9.00,9.00,禽肉类,斤,2021-07-11
仔鸡（净膛）,7.00,7.00,7.00,禽肉类,斤,2021-07-11
绿宝石,1.40,1.50,1.60,梨类,斤,2021-07-09
丰水梨,1.20,1.60,2.00,梨类,斤,2021-07-09
酥梨,1.50,1.60,1.70,梨类,斤,2021-07-09
库尔勒香梨,3.00,3.25,3.50,梨类,斤,2021-07-09
红香酥梨7号,1.30,1.40,1.50,梨类,斤,2021-07-09
红啤梨,3.00,3.25,3.50,梨类,斤,2021-07-09
早酥梨,1.40,1.50,1.60,梨类,斤,2021-07-09
沃柑,4.50,5.00,5.50,柑橘类,斤,2021-07-09
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-09
伦晚,2.50,2.75,3.00,柑橘类,斤,2021-07-09
油桃,1.20,2.60,4.00,桃李杏类,斤,2021-07-09
蟠桃,3.50,4.50,5.50,桃李杏类,斤,2021-07-09
水蜜桃,7.00,8.00,9.00,桃李杏类,斤,2021-07-09
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-09
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-09
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-09
京红桃,2.00,3.00,4.00,桃李杏类,斤,2021-07-09
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-09
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-09
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-09
松花蛋,6.50,7.25,8.00,蛋类,斤,2021-07-11
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-07-11
鹌鹑蛋,4.70,5.60,6.50,蛋类,斤,2021-07-11
柴鸡蛋,4.40,7.20,10.00,蛋类,斤,2021-07-11
乌鸡蛋,7.80,8.15,8.50,蛋类,斤,2021-07-11
鸵鸟蛋,100.00,110.00,120.00,蛋类,个,2021-07-11
鸽子蛋,2.50,2.55,2.60,蛋类,个,2021-07-11
北豆腐（屉）,1.60,1.60,1.60,豆制品,斤,2021-07-11
南豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-07-11
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-07-11
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-07-11
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-07-11
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-07-11
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-07-11
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-07-11
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-07-11
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-07-11
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-07-11
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-07-11
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-07-11
鲜竹笋,7.00,8.00,9.00,特菜,斤,2021-07-10
紫菜头,3.00,3.25,3.50,特菜,斤,2021-07-10
紫豇豆,18.00,18.50,19.00,特菜,斤,2021-07-10
仙人掌,6.00,6.25,6.50,特菜,斤,2021-07-10
干葱头,2.50,2.75,3.00,特菜,斤,2021-07-10
西洋菜,6.00,6.25,6.50,特菜,斤,2021-07-10
高山娃娃,4.00,4.50,5.00,特菜,斤,2021-07-10
孢子甘蓝,15.00,15.50,16.00,特菜,斤,2021-07-10
紫贝天葵,6.00,7.00,8.00,特菜,斤,2021-07-10
鱼腥草叶,8.00,8.50,9.00,特菜,斤,2021-07-10
鱼腥草根,6.00,6.50,7.00,特菜,斤,2021-07-10
朝天椒,5.00,5.50,6.00,特菜,斤,2021-07-10
球茎茴香,7.00,7.50,8.00,特菜,斤,2021-07-10
红尖椒,4.00,4.50,5.00,特菜,斤,2021-07-10
香蕉西葫,9.00,9.50,10.00,特菜,斤,2021-07-10
美人椒,5.00,5.50,6.00,特菜,斤,2021-07-10
荷兰黄瓜,4.00,4.25,4.50,特菜,斤,2021-07-10
广丝,4.00,4.50,5.00,特菜,斤,2021-07-10
毛豆仁,15.00,15.50,16.00,特菜,斤,2021-07-10
冰草,5.00,5.50,6.00,特菜,斤,2021-07-10
油豆,2.00,3.25,4.50,鲁,斤,2021-07-11
毛豆,2.00,2.40,2.80,普通,斤,2021-07-11
玉米,0.70,0.80,0.90,川冀,斤,2021-07-11
花生,3.50,4.75,6.00,桂粤,斤,2021-07-11
苦瓜,1.00,1.20,1.40,冀鲁,斤,2021-07-11
丝瓜,1.00,1.50,2.00,豫鲁,斤,2021-07-11
丝瓜,1.00,1.75,2.50,短,斤,2021-07-11
瓠子,0.60,0.70,0.80,普通,斤,2021-07-11
西葫芦,0.50,0.75,1.00,滇鲁,斤,2021-07-11
佛手瓜,2.30,2.40,2.50,普通,斤,2021-07-11
金丝南瓜,0.50,0.55,0.60,冀鲁,斤,2021-07-11
南北瓜,0.60,0.70,0.80,桂,斤,2021-07-11
尖椒,0.80,1.10,1.40,冀晋鲁新,斤,2021-07-11
螺丝椒,1.50,1.75,2.00,普通,斤,2021-07-11
柿子椒,0.80,1.15,1.50,鲁新,斤,2021-07-11
线椒,1.00,1.25,1.50,鲁琼新,斤,2021-07-11
杭椒,1.20,1.60,2.00,普通,斤,2021-07-11
小米椒,4.00,4.25,4.50,滇,斤,2021-07-11
彩椒,3.00,4.00,5.00,红黄,斤,2021-07-11
白萝卜,0.20,0.30,0.40,冀,斤,2021-07-11
肥膘肉,5.00,5.50,6.00,猪肉类,斤,2021-07-11
猪腰子,15.00,15.00,15.00,猪肉类,斤,2021-07-11
猪心,7.00,7.50,8.00,猪肉类,斤,2021-07-11
猪肝,6.00,6.00,6.00,猪肉类,斤,2021-07-11
猪肺,4.00,4.00,4.00,猪肉类,个,2021-07-11
猪皮,3.00,4.00,5.00,猪肉类,斤,2021-07-11
猪肠头,18.00,18.00,18.00,猪肉类,斤,2021-07-11
猪肠,16.00,16.00,16.00,猪肉类,斤,2021-07-11
整牛,33.00,33.00,33.00,牛肉类,斤,2021-07-11
牛前腱,36.00,36.00,36.00,牛肉类,斤,2021-07-11
牛后腱,36.00,36.00,36.00,牛肉类,斤,2021-07-11
牛前腿,34.00,34.00,34.00,牛肉类,斤,2021-07-11
牛后腿,34.00,34.00,34.00,牛肉类,斤,2021-07-11
牛柳（里脊）,37.00,37.00,37.00,牛肉类,斤,2021-07-11
精牛柳,40.00,41.00,42.00,牛肉类,斤,2021-07-11
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-07-11
牛林,34.00,34.50,35.00,牛肉类,斤,2021-07-11
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-07-11
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-07-11
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-07-11
散菜花,1.00,1.25,1.50,豫苏,斤,2021-07-10
绿菜花,1.00,1.50,2.00,京 冀,斤,2021-07-10
绿豆芽,0.95,0.98,1.00,普通,斤,2021-07-10
黄豆芽,0.85,0.88,0.90,普通,斤,2021-07-10
番茄,1.00,1.10,1.20,川鲁蒙,斤,2021-07-10
番茄（精品）,1.00,1.25,1.50,鲁新,斤,2021-07-10
樱西,2.80,3.00,3.20,小红,斤,2021-07-10
黄瓜,0.70,0.85,1.00,蒙辽袋鲁,斤,2021-07-10
黄瓜(鲜干花),1.00,1.30,1.60,冀,斤,2021-07-10
小黄瓜,2.50,2.75,3.00,旱荷兰,斤,2021-07-10
茄子,0.40,0.65,0.90,冀,斤,2021-07-10
长茄,0.50,0.75,1.00,辽,斤,2021-07-10
广茄,0.50,0.65,0.80,冀京,斤,2021-07-10
线茄,1.00,1.40,1.80,冀,斤,2021-07-10
吊冬瓜,0.40,0.45,0.50,冀,斤,2021-07-10
地冬瓜,0.25,0.28,0.30,冀,斤,2021-07-10
小毛冬瓜,0.60,0.80,1.00,冀长,斤,2021-07-10
架豆,1.50,2.50,3.50,冀晋新,斤,2021-07-10
豆王,1.80,3.40,5.00,晋,斤,2021-07-10
扁豆,1.50,1.75,2.00,冀,斤,2021-07-10
大白菜,0.30,0.35,0.40,新,斤,2021-07-11
娃娃菜,0.60,0.65,0.70,大冀新,斤,2021-07-11
小白菜,1.00,1.20,1.40,普通,斤,2021-07-11
芹菜,1.00,1.25,1.50,冀,斤,2021-07-11
西芹,1.60,1.80,2.00,普通,斤,2021-07-11
菠菜,1.50,1.75,2.00,冀蒙,斤,2021-07-11
莴笋,0.60,0.80,1.00,普通,斤,2021-07-11
团生菜,1.00,1.30,1.60,毛|净,斤,2021-07-11
圆白菜,0.50,0.60,0.70,冀,斤,2021-07-11
紫甘蓝,0.60,0.65,0.70,冀,斤,2021-07-11
散叶生菜,2.00,2.25,2.50,京冀,斤,2021-07-11
油菜,1.00,1.25,1.50,京冀,斤,2021-07-11
香菜,4.50,5.00,5.50,冀,斤,2021-07-11
茴香,2.50,2.75,3.00,冀,斤,2021-07-11
韭菜,1.00,1.25,1.50,普通,斤,2021-07-11
韭菜苔,3.50,3.65,3.80,普通,斤,2021-07-11
苦菊,3.00,3.25,3.50,辽,斤,2021-07-11
